"LEASE_NUMBER","MMS_COMPANY_NUM","BUS_ASC_NAME","ASGN_STATUS_CODE","OWNER_ALIQUOT_CD","SN_LSE_OWNER","ASSGN_APRV_DATE","MMS_STRT_DATE","ASSGN_TERM_DATE","OWNER_GROUP_CODE","ASSIGNMENT_PCT","ASSGN_EFF_DATE","LEASE_NUM"
"G34874","03381","Ridgewood Crown & Anchor, LLC","C","1","301102",12/16/2020,3/26/2015,,"","17.5",8/1/2020,"G34874"
"G35620","03381","Ridgewood Crown & Anchor, LLC","C","1","301180",12/17/2020,3/26/2015,,"","17.5",8/1/2020,"G35620"
"G34421","03394","CL&F Offshore LLC","C","1","301970",6/24/2021,8/3/2015,,"","10",1/1/2021,"G34421"
"G34441","03394","CL&F Offshore LLC","C","1","300321",9/22/2020,8/3/2015,,"","7",2/28/2020,"G34441"
"G34886","03394","CL&F Offshore LLC","C","1","301985",6/24/2021,8/3/2015,,"","10",1/1/2021,"G34886"
"G34909","03394","CL&F Offshore LLC","C","1","300696",11/3/2020,8/3/2015,,"","9",7/1/2020,"G34909"
"G35295","03394","CL&F Offshore LLC","C","1","301354",2/17/2021,8/3/2015,,"","6",12/1/2020,"G35295"
"G35417","03394","CL&F Offshore LLC","C","1","303690",4/29/2022,8/3/2015,,"","4.5",3/29/2022,"G35417"
"G35662","03394","CL&F Offshore LLC","C","1","302021",6/28/2021,8/3/2015,,"","4",1/1/2021,"G35662"
"G36059","03394","CL&F Offshore LLC","C","1","297346",6/1/2020,8/3/2015,,"","12.5",3/1/2020,"G36059"
"G36060","03394","CL&F Offshore LLC","C","1","303699",4/29/2022,8/3/2015,,"","4.5",3/29/2022,"G36060"
"G34971","03473","Talos Energy Phoenix LLC","C","1","287919",2/7/2017,11/30/2016,,"","15",9/1/2016,"G34971"
"G35658","03473","Talos Energy Phoenix LLC","C","1","287996",2/15/2017,11/30/2016,,"","15",9/1/2016,"G35658"
"G27247","03410","Beacon Offshore Energy Operating LLC","C","1","301076",12/16/2020,12/30/2015,,"","47.6125",8/1/2020,"G27247"
"G31498","03410","Beacon Offshore Energy Operating LLC","C","1","301947",6/24/2021,12/30/2015,,"","36.625",1/1/2021,"G31498"
"G31498","03410","Beacon Offshore Energy Operating LLC","C","1","301947",6/24/2021,12/30/2015,,"","36.625",1/1/2021,"G31498"
"G33701","03410","Beacon Offshore Energy Operating LLC","C","1","301967",6/24/2021,12/30/2015,,"","36.625",1/1/2021,"G33701"
"G34874","03410","Beacon Offshore Energy Operating LLC","C","1","301105",12/16/2020,1/25/2017,,"","47.6125",8/1/2020,"G34874"
"G34895","03410","Beacon Offshore Energy Operating LLC","C","1","301212",12/18/2020,12/30/2015,,"","36.625",8/1/2020,"G34895"
"G34896","03410","Beacon Offshore Energy Operating LLC","C","1","301215",12/18/2020,12/30/2015,,"","36.625",8/1/2020,"G34896"
"G34909","03410","Beacon Offshore Energy Operating LLC","C","1","300697",11/3/2020,12/30/2015,,"","23.07375",7/1/2020,"G34909"
"G35325","03410","Beacon Offshore Energy Operating LLC","C","1","302011",6/28/2021,12/30/2015,,"","25.6375",1/1/2021,"G35325"
"G35620","03410","Beacon Offshore Energy Operating LLC","C","1","301183",12/17/2020,12/30/2015,,"","47.6125",8/1/2020,"G35620"
"G36063","03410","Beacon Offshore Energy Operating LLC","C","1","299331",9/22/2020,1/25/2017,,"","17",2/28/2020,"G36063"
"G35822","03410","Beacon Offshore Energy Operating LLC","C","1","300342",9/22/2020,1/25/2017,,"","17",2/28/2020,"G35822"
"G35833","03410","Beacon Offshore Energy Operating LLC","C","1","299972",9/22/2020,1/25/2017,,"","35",2/28/2020,"G35833"
"G35867","03410","Beacon Offshore Energy Operating LLC","C","A","302279",9/22/2021,1/25/2017,,"A","11.9",6/6/2021,"G35867"
"G35893","03410","Beacon Offshore Energy Operating LLC","C","1","296272",10/22/2019,1/25/2017,,"","11.9",6/1/2016,"G35893"
"G02130","02899","Talos ERT LLC","C","1","217830",12/18/2007,5/29/2007,,"","100",7/31/2006,"G02130"
"G02280","02899","Talos ERT LLC","C","1","217845",12/18/2007,5/29/2007,,"","100",7/31/2006,"G02280"
"G02281","02899","Talos ERT LLC","C","1","217846",12/18/2007,5/29/2007,,"","100",7/31/2006,"G02281"
"G02572","02899","Talos ERT LLC","C","1","291213",2/22/2018,5/29/2007,,"","87.5",12/1/2017,"G02572"
"G03484","02899","Talos ERT LLC","C","1","217906",12/18/2007,5/29/2007,,"","100",7/31/2006,"G03484"
"G06238","02899","Talos ERT LLC","C","1","217992",12/18/2007,5/29/2007,,"","100",7/31/2006,"G06238"
"G06238","02899","Talos ERT LLC","C","1","217992",12/18/2007,5/29/2007,,"","100",7/31/2006,"G06238"
"G15563","02899","Talos ERT LLC","C","1","287921",2/7/2017,5/29/2007,,"","70",9/1/2016,"G15563"
"G15563","02899","Talos ERT LLC","C","1","287921",2/7/2017,5/29/2007,,"","70",9/1/2016,"G15563"
"G16727","02899","Talos ERT LLC","C","1","288203",3/3/2017,5/29/2007,,"","70",9/1/2016,"G16727"
"G16727","02899","Talos ERT LLC","C","1","288203",3/3/2017,5/29/2007,,"","70",9/1/2016,"G16727"
"G17406","02899","Talos ERT LLC","C","1","302369",10/8/2021,5/29/2007,,"","20",7/26/2021,"G17406"
"G17407","02899","Talos ERT LLC","C","1","302372",10/8/2021,5/29/2007,,"","20",7/26/2021,"G17407"
"G17408","02899","Talos ERT LLC","C","1","302380",10/8/2031,5/29/2007,,"","20",7/26/2021,"G17408"
"G21618","02899","Talos ERT LLC","C","1","303978",5/19/2022,6/28/2006,,"","57.5",8/27/2021,"G21618"
"G21642","02899","Talos ERT LLC","C","1","264066",8/24/2012,6/28/2006,,"","100",5/4/2010,"G21642"
"G26302","02899","Talos ERT LLC","C","1","288240",3/6/2017,5/29/2007,,"","70",9/1/2016,"G26302"
"G26302","02899","Talos ERT LLC","C","1","288240",3/6/2017,5/29/2007,,"","70",9/1/2016,"G26302"
"G26664","02899","Talos ERT LLC","C","A","294240",3/11/2019,12/18/2007,,"A","70",10/31/2018,"G26664"
"G26664","02899","Talos ERT LLC","C","B","294235",3/11/2019,12/18/2007,,"B","35",10/31/2018,"G26664"
"G33242","02899","Talos ERT LLC","C","1","288380",3/20/2017,11/2/2016,,"","70",9/1/2016,"G33242"
"G34971","02899","Talos ERT LLC","C","1","287920",2/7/2017,12/18/2007,,"","70",9/1/2016,"G34971"
"G35658","02899","Talos ERT LLC","C","1","287998",2/15/2017,12/18/2007,,"","35",9/1/2016,"G35658"
"G33701","03419","HEDV Stonefly, LLC","C","1","301968",6/24/2021,2/16/2016,,"","5",1/1/2021,"G33701"
"G35422","03424","Ridgewood Telluride, LLC","C","1","300322",9/22/2020,2/29/2016,,"","19.585",2/28/2020,"G35422"
"G35423","03424","Ridgewood Telluride, LLC","C","1","300328",9/22/2020,2/29/2016,,"","19.585",2/28/2020,"G35423"
"G35427","03424","Ridgewood Telluride, LLC","C","1","300332",9/22/2020,2/29/2016,,"","19.585",2/28/2020,"G35427"
"G08035","03532","31 Offshore LLC","C","1","301991",6/25/2021,11/13/2017,,"","15",7/1/2020,"G08035"
"G08036","03532","31 Offshore LLC","C","1","301995",6/25/2021,11/13/2017,,"","15",7/1/2020,"G08036"
"G08038","03532","31 Offshore LLC","C","1","301998",6/25/2021,11/13/2017,,"","15",7/1/2020,"G08038"
"G16661","02528","Equinor USA E&P Inc.","C","1","290221",10/17/2017,3/15/2010,,"","100",9/15/2017,"G16661"
"G16661","02528","Equinor USA E&P Inc.","C","1","290221",10/17/2017,3/15/2010,,"","100",9/15/2017,"G16661"
"G21811","02528","Equinor USA E&P Inc.","C","1","292437",7/20/2018,,,"","25",1/1/2018,"G21811"
"G21811","02528","Equinor USA E&P Inc.","C","1","292437",7/20/2018,,,"","25",1/1/2018,"G21811"
"G21811","02528","Equinor USA E&P Inc.","C","1","292437",7/20/2018,,,"","25",1/1/2018,"G21811"
"G22919","02528","Equinor USA E&P Inc.","C","1","288012",2/16/2017,1/18/2008,,"","36.89",8/1/2016,"G22919"
"G22920","02528","Equinor USA E&P Inc.","C","1","288015",2/16/2017,1/18/2008,,"","36.89",8/1/2016,"G22920"
"G24130","02528","Equinor USA E&P Inc.","C","1","220223",2/12/2008,1/18/2008,,"","100",12/31/2007,"G24130"
"G24130","02528","Equinor USA E&P Inc.","C","1","220223",2/12/2008,1/18/2008,,"","100",12/31/2007,"G24130"
"G24133","02528","Equinor USA E&P Inc.","C","A","293898",2/12/2019,7/23/2018,,"A","47.06",12/1/2018,"G24133"
"G24134","02528","Equinor USA E&P Inc.","C","A","303355",3/3/2022,3/15/2010,,"A","40",12/1/2018,"G24134"
"G24194","02528","Equinor USA E&P Inc.","C","1","291483",4/13/2018,1/18/2008,,"","12",1/1/2018,"G24194"
"G24197","02528","Equinor USA E&P Inc.","C","1","291475",4/13/2018,1/18/2008,,"","12",1/1/2018,"G24197"
"G31534","02528","Equinor USA E&P Inc.","C","1","288018",2/16/2017,3/15/2010,,"","36.89",8/1/2016,"G31534"
"G01140","03619","Talos Third Coast LLC","C","1","300550",10/8/2020,2/26/2020,,"","10",4/1/2020,"G01140"
"G09387","03619","Talos Third Coast LLC","C","1","302383",10/12/2021,2/26/2020,,"","56.26",6/1/2021,"G09387"
"G09387","03619","Talos Third Coast LLC","C","1","302383",10/12/2021,2/26/2020,,"","56.26",6/1/2021,"G09387"
"G13081","03619","Talos Third Coast LLC","C","1","301178",12/17/2020,2/26/2020,,"","0.76087",4/1/2020,"G13081"
"G16500","03619","Talos Third Coast LLC","C","1","301224",12/21/2020,2/26/2020,,"","10",4/1/2020,"G16500"
"G17942","03619","Talos Third Coast LLC","C","1","302127",7/8/2021,2/26/2020,,"","94.3125",4/23/2021,"G17942"
"G22812","03619","Talos Third Coast LLC","C","B","302513",10/29/2021,2/26/2020,,"B","21.88",6/30/2021,"G22812"
"G23736","03619","Talos Third Coast LLC","C","1","303100",2/8/2022,2/26/2020,,"","63",6/1/2018,"G23736"
"G23736","03619","Talos Third Coast LLC","C","1","303100",2/8/2022,2/26/2020,,"","63",6/1/2018,"G23736"
"G23740","03619","Talos Third Coast LLC","C","1","300793",12/3/2020,2/26/2020,,"","18.59375",4/1/2020,"G23740"
"G24990","03619","Talos Third Coast LLC","C","1","303729",5/2/2022,2/26/2020,,"","5",8/27/2021,"G24990"
"G24990","03619","Talos Third Coast LLC","C","1","303729",5/2/2022,2/26/2020,,"","5",8/27/2021,"G24990"
"G31418","03619","Talos Third Coast LLC","C","1","303646",4/27/2022,2/26/2020,,"","8.75",8/27/2021,"G31418"
"G33109","03619","Talos Third Coast LLC","C","1","300537",10/5/2020,2/26/2020,,"","39.375",4/1/2020,"G33109"
"G36360","03619","Talos Third Coast LLC","C","1","300506",9/29/2020,2/26/2020,,"","57.3589",4/1/2020,"G36360"
"G36762","03619","Talos Third Coast LLC","C","1","300778",12/3/2020,2/26/2020,,"","8.75",4/1/2020,"G36762"
" 00126","03672","QuarterNorth Energy LLC","C","1","303785",5/6/2022,8/6/2021,,"","25",8/27/2021,"00126"
" 00126","03672","QuarterNorth Energy LLC","C","1","303785",5/6/2022,8/6/2021,,"","25",8/27/2021,"00126"
" 00127","03672","QuarterNorth Energy LLC","C","1","303793",5/6/2022,8/6/2021,,"","25",8/27/2021,"00127"
"G36172","00078","Chevron U.S.A. Inc.","C","1","294494",3/29/2019,4/21/1977,,"","50",2/2/2019,"G36172"
"G36173","00078","Chevron U.S.A. Inc.","C","1","294496",3/29/2019,4/21/1977,,"","50",2/2/2019,"G36173"
"G36174","00078","Chevron U.S.A. Inc.","C","1","297912",8/12/2020,4/21/1977,,"","40",5/15/2020,"G36174"
"G36175","00078","Chevron U.S.A. Inc.","C","1","297917",8/12/2020,4/21/1977,,"","40",5/15/2020,"G36175"
"G36176","00078","Chevron U.S.A. Inc.","C","1","297928",8/12/2020,4/21/1977,,"","40",5/15/2020,"G36176"
"G36177","00078","Chevron U.S.A. Inc.","C","1","297930",8/12/2020,4/21/1977,,"","40",5/15/2020,"G36177"
"G36237","00078","Chevron U.S.A. Inc.","C","1","302203",8/5/2021,4/21/1977,,"","35",5/1/2021,"G36237"
"G36242","00078","Chevron U.S.A. Inc.","C","1","297619",7/15/2020,4/21/1977,,"","75",1/1/2020,"G36242"
"G36243","00078","Chevron U.S.A. Inc.","C","1","297608",7/15/2020,4/21/1977,,"","75",1/1/2020,"G36243"
"G36246","00078","Chevron U.S.A. Inc.","C","1","297615",7/15/2020,4/21/1977,,"","75",1/1/2020,"G36246"
"G36257","00078","Chevron U.S.A. Inc.","C","1","297600",7/15/2020,4/21/1977,,"","75",1/1/2020,"G36257"
"G36258","00078","Chevron U.S.A. Inc.","C","1","301681",3/25/2021,4/21/1977,,"","50",11/1/2020,"G36258"
"G36259","00078","Chevron U.S.A. Inc.","C","1","301684",3/25/2021,4/21/1977,,"","50",11/1/2020,"G36259"
"G36262","00078","Chevron U.S.A. Inc.","C","1","301687",3/25/2021,4/21/1977,,"","50",11/1/2020,"G36262"
"G36865","00078","Chevron U.S.A. Inc.","C","1","297356",8/1/2020,4/21/1977,,"","100",8/1/2020,"G36865"
"G36866","00078","Chevron U.S.A. Inc.","C","1","297357",8/1/2020,4/21/1977,,"","100",8/1/2020,"G36866"
"G36874","00078","Chevron U.S.A. Inc.","C","1","297365",8/1/2020,4/21/1977,,"","100",8/1/2020,"G36874"
"G36877","00078","Chevron U.S.A. Inc.","C","1","301716",4/6/2021,4/21/1977,,"","80",11/1/2020,"G36877"
"G36881","00078","Chevron U.S.A. Inc.","C","1","302071",6/29/2021,4/21/1977,,"","50",5/14/2021,"G36881"
"G36882","00078","Chevron U.S.A. Inc.","C","1","302077",6/29/2021,4/21/1977,,"","50",5/14/2021,"G36882"
"G36896","00078","Chevron U.S.A. Inc.","C","1","302005",6/28/2021,4/21/1977,,"","25",5/14/2021,"G36896"
"G36900","00078","Chevron U.S.A. Inc.","C","1","302014",6/28/2021,4/21/1977,,"","25",5/14/2021,"G36900"
"G36906","00078","Chevron U.S.A. Inc.","C","1","297399",8/1/2020,4/21/1977,,"","100",8/1/2020,"G36906"
"G36909","00078","Chevron U.S.A. Inc.","C","1","297404",8/1/2020,4/21/1977,,"","100",8/1/2020,"G36909"
"G36919","00078","Chevron U.S.A. Inc.","C","1","297418",7/1/2020,4/21/1977,,"","100",7/1/2020,"G36919"
"G36921","00078","Chevron U.S.A. Inc.","C","1","297422",7/1/2020,4/21/1977,,"","100",7/1/2020,"G36921"
"G36922","00078","Chevron U.S.A. Inc.","C","1","297423",7/1/2020,4/21/1977,,"","100",7/1/2020,"G36922"
"G36923","00078","Chevron U.S.A. Inc.","C","1","297424",7/1/2020,4/21/1977,,"","100",7/1/2020,"G36923"
"G36924","00078","Chevron U.S.A. Inc.","C","1","297425",7/1/2020,4/21/1977,,"","100",7/1/2020,"G36924"
"G36925","00078","Chevron U.S.A. Inc.","C","1","297426",7/1/2020,4/21/1977,,"","100",7/1/2020,"G36925"
"G36285","00078","Chevron U.S.A. Inc.","C","1","302243",8/16/2021,4/21/1977,,"","30",4/22/2021,"G36285"
"G36286","00078","Chevron U.S.A. Inc.","C","1","303257",2/16/2022,4/21/1977,,"","30",1/12/2022,"G36286"
"G36287","00078","Chevron U.S.A. Inc.","C","1","303205",2/16/2022,4/21/1977,,"","30",1/12/2022,"G36287"
"G36298","00078","Chevron U.S.A. Inc.","C","1","302252",8/17/2021,4/21/1977,,"","80",4/22/2021,"G36298"
"G36305","00078","Chevron U.S.A. Inc.","C","1","302015",6/28/2021,4/21/1977,,"","40",5/14/2021,"G36305"
"G36313","00078","Chevron U.S.A. Inc.","C","1","297893",8/12/2020,4/21/1977,,"","37.5",5/15/2020,"G36313"
"G36314","00078","Chevron U.S.A. Inc.","C","1","297895",8/12/2020,4/21/1977,,"","37.5",5/15/2020,"G36314"
"G36316","00078","Chevron U.S.A. Inc.","C","1","291630",6/1/2018,4/21/1977,,"","100",6/1/2018,"G36316"
"G36317","00078","Chevron U.S.A. Inc.","C","1","291631",6/1/2018,4/21/1977,,"","100",6/1/2018,"G36317"
"G36318","00078","Chevron U.S.A. Inc.","C","1","302284",9/24/2021,4/21/1977,,"","40",4/22/2021,"G36318"
"G36319","00078","Chevron U.S.A. Inc.","C","1","302291",9/24/2021,4/21/1977,,"","40",4/22/2021,"G36319"
"G36321","00078","Chevron U.S.A. Inc.","C","1","302144",7/13/2021,4/21/1977,,"","50",4/22/2021,"G36321"
"G36322","00078","Chevron U.S.A. Inc.","C","1","302147",7/13/2021,4/21/1977,,"","50",4/22/2021,"G36322"
"G36324","00078","Chevron U.S.A. Inc.","C","1","291638",7/1/2018,4/21/1977,,"","100",7/1/2018,"G36324"
"G36325","00078","Chevron U.S.A. Inc.","C","1","302150",7/13/2021,4/21/1977,,"","50",4/22/2021,"G36325"
"G36328","00078","Chevron U.S.A. Inc.","C","1","291642",7/1/2018,4/21/1977,,"","100",7/1/2018,"G36328"
"G36329","00078","Chevron U.S.A. Inc.","C","1","291643",7/1/2018,4/21/1977,,"","100",7/1/2018,"G36329"
"G36330","00078","Chevron U.S.A. Inc.","C","1","291644",7/1/2018,4/21/1977,,"","100",7/1/2018,"G36330"
"G35808","00078","Chevron U.S.A. Inc.","C","1","301727",4/7/2021,4/21/1977,,"","80",11/1/2020,"G35808"
"G35810","00078","Chevron U.S.A. Inc.","C","1","301730",4/7/2021,4/21/1977,,"","80",11/1/2020,"G35810"
"G35856","00078","Chevron U.S.A. Inc.","C","1","303214",2/16/2022,4/21/1977,,"","30",1/12/2022,"G35856"
"G35857","00078","Chevron U.S.A. Inc.","C","1","303221",2/16/2022,4/21/1977,,"","30",1/12/2022,"G35857"
"G35876","00078","Chevron U.S.A. Inc.","C","1","302232",8/16/2021,4/21/1977,,"","55",4/22/2021,"G35876"
"G35877","00078","Chevron U.S.A. Inc.","C","1","302235",8/16/2021,4/21/1977,,"","55",4/22/2021,"G35877"
"G35890","00078","Chevron U.S.A. Inc.","C","1","294395",3/15/2019,4/21/1977,,"","50",2/2/2019,"G35890"
"G35900","00078","Chevron U.S.A. Inc.","C","1","298365",8/27/2020,4/21/1977,,"","40",5/15/2020,"G35900"
"G36769","00078","Chevron U.S.A. Inc.","C","1","301747",4/7/2021,4/21/1977,,"","80",11/1/2020,"G36769"
"G36774","00078","Chevron U.S.A. Inc.","C","1","302050",6/29/2021,4/21/1977,,"","50",5/14/2021,"G36774"
"G36775","00078","Chevron U.S.A. Inc.","C","1","302053",6/29/2021,4/21/1977,,"","50",5/14/2021,"G36775"
"G36783","00078","Chevron U.S.A. Inc.","C","1","302080",6/29/2021,4/21/1977,,"","55",5/14/2021,"G36783"
"G36784","00078","Chevron U.S.A. Inc.","C","1","302094",6/30/2021,4/21/1977,,"","55",5/14/2021,"G36784"
"G36786","00078","Chevron U.S.A. Inc.","C","1","295986",12/1/2019,4/21/1977,,"","100",12/1/2019,"G36786"
"G36789","00078","Chevron U.S.A. Inc.","C","1","295989",12/1/2019,4/21/1977,,"","100",12/1/2019,"G36789"
"G36401","00078","Chevron U.S.A. Inc.","C","1","303362",3/4/2022,4/21/1977,,"","50",8/27/2021,"G36401"
"G36425","00078","Chevron U.S.A. Inc.","C","1","302245",8/16/2021,4/21/1977,,"","55",4/22/2021,"G36425"
"G36426","00078","Chevron U.S.A. Inc.","C","1","302248",8/16/2021,4/21/1977,,"","30",4/22/2021,"G36426"
"G36432","00078","Chevron U.S.A. Inc.","C","1","297691",7/31/2020,4/21/1977,,"","75",1/1/2020,"G36432"
"G36433","00078","Chevron U.S.A. Inc.","C","1","297694",7/31/2020,4/21/1977,,"","75",1/1/2020,"G36433"
"G36435","00078","Chevron U.S.A. Inc.","C","1","303086",2/8/2022,4/21/1977,,"","50",12/14/2021,"G36435"
"G36439","00078","Chevron U.S.A. Inc.","C","1","297723",8/4/2020,4/21/1977,,"","75",1/1/2020,"G36439"
"G36440","00078","Chevron U.S.A. Inc.","C","1","303090",2/8/2022,4/21/1977,,"","50",12/14/2021,"G36440"
"G36444","00078","Chevron U.S.A. Inc.","C","1","297632",7/22/2020,4/21/1977,,"","75",1/1/2020,"G36444"
"G36790","00078","Chevron U.S.A. Inc.","C","1","295990",12/1/2019,4/21/1977,,"","100",12/1/2019,"G36790"
"G36793","00078","Chevron U.S.A. Inc.","C","1","295993",12/1/2019,4/21/1977,,"","100",12/1/2019,"G36793"
"G36799","00078","Chevron U.S.A. Inc.","C","1","295999",12/1/2019,4/21/1977,,"","100",12/1/2019,"G36799"
"G36813","00078","Chevron U.S.A. Inc.","C","1","302001",6/28/2021,4/21/1977,,"","25",5/14/2021,"G36813"
"G36816","00078","Chevron U.S.A. Inc.","C","1","302003",6/28/2021,4/21/1977,,"","25",5/14/2021,"G36816"
"G36823","00078","Chevron U.S.A. Inc.","C","1","302254",8/17/2021,4/21/1977,,"","80",4/22/2021,"G36823"
"G01036","00003","Union Oil Company of California","C","1","281023",7/14/2015,,,"","50",12/1/2014,"G01036"
"G09981","00003","Union Oil Company of California","C","1","155200",3/11/2002,,,"","15.6",1/1/2002,"G09981"
"G09982","00003","Union Oil Company of California","C","1","155204",3/11/2002,,,"","15.6",1/1/2002,"G09982"
"G15609","00003","Union Oil Company of California","C","1","155208",3/11/2002,,,"","15.6",1/1/2002,"G15609"
"G15610","00003","Union Oil Company of California","C","1","155498",3/19/2002,,,"","15.6",1/1/2002,"G15610"
"G22877","02668","Red Willow Offshore, LLC","C","1","300092",9/22/2020,6/26/2003,,"","20.25",2/28/2020,"G22877"
"G22877","02668","Red Willow Offshore, LLC","C","1","300092",9/22/2020,6/26/2003,,"","20.25",2/28/2020,"G22877"
"G24055","02668","Red Willow Offshore, LLC","C","1","298677",9/22/2020,6/26/2003,,"","10.125",2/28/2020,"G24055"
"G24064","02668","Red Willow Offshore, LLC","C","1","301879",6/17/2021,6/26/2003,,"","20.25",8/1/2020,"G24064"
"G24064","02668","Red Willow Offshore, LLC","C","1","301879",6/17/2021,6/26/2003,,"","20.25",8/1/2020,"G24064"
"G24069","02668","Red Willow Offshore, LLC","C","1","301891",6/17/2021,6/26/2003,,"","20.25",8/1/2020,"G24069"
"G24069","02668","Red Willow Offshore, LLC","C","1","301891",6/17/2021,6/26/2003,,"","20.25",8/1/2020,"G24069"
"G27278","02668","Red Willow Offshore, LLC","C","1","303663",4/28/2022,6/26/2003,,"","30",8/27/2021,"G27278"
"G27278","02668","Red Willow Offshore, LLC","C","1","303663",4/28/2022,6/26/2003,,"","30",8/27/2021,"G27278"
"G28021","02668","Red Willow Offshore, LLC","C","1","303190",2/14/2022,6/26/2003,,"","15.4",8/27/2021,"G28021"
"G28022","02668","Red Willow Offshore, LLC","C","1","303196",2/14/2022,6/26/2003,,"","15.4",8/27/2021,"G28022"
"G31498","02668","Red Willow Offshore, LLC","C","1","301949",6/24/2021,6/26/2003,,"","16.0713",1/1/2021,"G31498"
"G31498","02668","Red Willow Offshore, LLC","C","1","301949",6/24/2021,6/26/2003,,"","16.0713",1/1/2021,"G31498"
"G32343","02668","Red Willow Offshore, LLC","C","B","303343",3/1/2022,6/26/2003,,"B","15.4",8/27/2021,"G32343"
"G33701","02668","Red Willow Offshore, LLC","C","1","301962",6/24/2021,6/26/2003,,"","16.0713",1/1/2021,"G33701"
"G34421","02668","Red Willow Offshore, LLC","C","1","301971",6/24/2021,6/26/2003,,"","10",1/1/2021,"G34421"
"G34435","02668","Red Willow Offshore, LLC","C","1","300013",9/22/2020,6/26/2003,,"","20.25",2/28/2020,"G34435"
"G34438","02668","Red Willow Offshore, LLC","C","1","300096",9/22/2020,6/26/2003,,"","20.25",2/28/2020,"G34438"
"G34441","02668","Red Willow Offshore, LLC","C","1","300316",9/22/2020,6/26/2003,,"","19.8",2/28/2020,"G34441"
"G34452","02668","Red Willow Offshore, LLC","C","1","301978",6/23/2021,6/26/2003,,"","29.33333",1/1/2021,"G34452"
"G34452","02668","Red Willow Offshore, LLC","C","1","301978",6/23/2021,6/26/2003,,"","29.33333",1/1/2021,"G34452"
"G34886","02668","Red Willow Offshore, LLC","C","1","301983",6/24/2021,6/26/2003,,"","10",1/1/2021,"G34886"
"G34895","02668","Red Willow Offshore, LLC","C","1","301209",12/18/2020,6/26/2003,,"","18",8/1/2020,"G34895"
"G34896","02668","Red Willow Offshore, LLC","C","1","301216",12/18/2020,6/26/2003,,"","18",8/1/2020,"G34896"
"G34909","02668","Red Willow Offshore, LLC","C","1","300691",11/3/2020,6/26/2003,,"","9",7/1/2020,"G34909"
"G35295","02668","Red Willow Offshore, LLC","C","1","301353",2/17/2021,6/26/2003,,"","11.1525",12/1/2020,"G35295"
"G35324","02668","Red Willow Offshore, LLC","C","1","300140",9/22/2020,6/26/2003,,"","23.75",2/28/2020,"G35324"
"G35325","02668","Red Willow Offshore, LLC","C","1","302008",6/28/2021,6/26/2003,,"","22.5",1/1/2021,"G35325"
"G35329","02668","Red Willow Offshore, LLC","C","1","299110",9/22/2020,6/26/2003,,"","35",2/28/2020,"G35329"
"G35352","02668","Red Willow Offshore, LLC","C","1","302220",8/11/2021,6/26/2003,,"","12.5",6/1/2021,"G35352"
"G35352","02668","Red Willow Offshore, LLC","C","1","302220",8/11/2021,6/26/2003,,"","12.5",6/1/2021,"G35352"
"G35417","02668","Red Willow Offshore, LLC","C","1","303682",4/29/2022,6/26/2003,,"","12.5",3/29/2022,"G35417"
"G35422","02668","Red Willow Offshore, LLC","C","1","300324",9/22/2020,6/26/2003,,"","55.04",2/28/2020,"G35422"
"G35423","02668","Red Willow Offshore, LLC","C","1","300327",9/22/2020,6/26/2003,,"","55.04",2/28/2020,"G35423"
"G35427","02668","Red Willow Offshore, LLC","C","1","300331",9/22/2020,6/26/2003,,"","55.04",2/28/2020,"G35427"
"G35491","02668","Red Willow Offshore, LLC","C","1","299027",9/22/2020,6/26/2003,,"","10.125",2/28/2020,"G35491"
"G35631","02668","Red Willow Offshore, LLC","C","1","297933",8/12/2020,6/26/2003,,"","47.5",7/17/2020,"G35631"
"G35655","02668","Red Willow Offshore, LLC","C","1","297919",8/12/2020,6/26/2003,,"","27",7/13/2020,"G35655"
"G35662","02668","Red Willow Offshore, LLC","C","1","302018",6/28/2021,6/26/2003,,"","22.5",1/1/2021,"G35662"
"G35724","02668","Red Willow Offshore, LLC","C","1","279837",8/1/2015,6/26/2003,,"","95",8/1/2015,"G35724"
"G36053","02668","Red Willow Offshore, LLC","C","1","295228",6/27/2019,6/26/2003,,"","10",6/1/2019,"G36053"
"G36059","02668","Red Willow Offshore, LLC","C","1","297345",6/1/2020,6/26/2003,,"","27.5",3/1/2020,"G36059"
"G36060","02668","Red Willow Offshore, LLC","C","1","303697",4/29/2022,6/26/2003,,"","12.5",3/29/2022,"G36060"
"G36061","02668","Red Willow Offshore, LLC","C","1","303705",4/29/2022,6/26/2003,,"","12.5",3/29/2022,"G36061"
"G36062","02668","Red Willow Offshore, LLC","C","1","300840",12/4/2020,6/26/2003,,"","25",10/14/2020,"G36062"
"G36063","02668","Red Willow Offshore, LLC","C","1","299328",9/22/2020,6/26/2003,,"","10",2/28/2020,"G36063"
"G36574","02668","Red Willow Offshore, LLC","C","1","302197",8/5/2021,6/26/2003,,"","12.5",6/1/2021,"G36574"
"G36575","02668","Red Willow Offshore, LLC","C","1","302185",8/3/2021,6/26/2003,,"","12.5",6/1/2021,"G36575"
"G36624","02668","Red Willow Offshore, LLC","C","1","301755",4/12/2021,6/26/2003,,"","4.5",8/20/2020,"G36624"
"G36629","02668","Red Willow Offshore, LLC","C","1","297201",3/27/2020,6/26/2003,,"","25",7/1/2019,"G36629"
